PC1,PC2,is_fraud
-1.0118891932099237,-0.578367606190884,0
-1.2094230366003946,1.4684599791741004,0
-0.7587188898954861,1.5208638237576892,0
1.659779813598106,-0.4961218611854793,0
-0.7125824314610391,-0.8814020140591254,0
0.8962856965898474,-0.15117039133249183,0
-0.07616771551748554,1.8402743608994074,0
-0.3778056229397156,2.235397320142644,0
-1.335939449987611,-0.6826066380662151,0
-0.8198992255187016,1.300565169491768,0
-1.4115397823048288,0.9887549343593636,0
1.1060968855025253,-0.3271488399873682,0
1.0231925998575284,0.027442100025525128,0
-0.20709301478426234,1.339099215849745,0
1.117529534315205,0.8792763678031719,0
0.5536165596580268,-0.748132675741328,0
1.5915870224614572,1.690255483885736,0
0.07345000709090949,-1.6770839581388717,1
0.0954642169731432,-0.9752902293806267,1
-0.19597219292397275,-1.37286277890763,1
-1.0354746202738714,0.09189474549660116,1
-1.139721060612877,0.5386429845462033,0
-0.1958962112288785,-1.3538593882711287,1
-0.196191363378064,-1.4276783729781553,1
-0.1961144651547118,-1.4084457541769662,1
0.4166429291355763,-1.7058533995133982,1
-0.5394674791434618,-1.41971608484751,1
1.034902495452862,-1.1841819934569195,0
0.13567595103474592,-1.3387400051732599,0
0.08611251158780048,0.4231065890643328,0
-0.8140465916366464,-1.899031634862091,0
-0.5392170565782779,-1.3570841861450047,1
-1.3747347998441393,0.2136797293168156,1
-1.0084624455189979,-0.654382388518705,1
1.1178318896981518,1.1686649790504964,0
-0.2031294428480677,0.9072393152003831,0
1.9558336982190334,0.20838768918501013,0
-0.5637108526557976,-0.19614601116938474,0
0.8550337183518923,-0.3235470008623687,0
-0.7397197981860987,-1.0408377053466127,0
-2.5844002927399896,-1.0225284078129904,0
0.1486027568930587,-0.9187835383376045,0
-0.8674904678359149,0.11926228979435445,0
1.563391945711411,1.4862181414514004,0
-0.4255609490596636,1.460210596567209,0
0.12142814415163097,0.28410393919707233,0
0.26278404700618396,1.4222638491765325,0
0.536282172389625,1.1997547173551013,0
-0.9351167858509443,-0.46116373333928795,0
0.677940143437385,1.5846029282953928,0
2.3430846333036355,1.7342763733470883,0
-1.9768568198439829,0.9175097098443822,0
0.31196229205227777,1.1428396035165451,0
-2.0487229918346337,0.10776622926973296,0
-0.962768224191117,1.0544087668448574,1
1.5221435438910385,-1.1682304026682766,0
-0.2816865639192661,0.5220909825594088,0
-2.7211665656302255,-1.7142210890625986,0
-1.7577320483606884,-0.30448187768602364,0
1.0529451344070369,-0.7853030364986459,0
1.215450566577533,-1.2834510434160633,0
1.4456829022227669,-1.5476122525474858,0
1.271392127817434,-1.1895990733364392,0
-0.1879327783878261,-1.4496726625494836,0
-0.19736114220022719,-0.8542268277408628,0
-0.45304648675509523,0.23638645205834383,0
-1.0122188088914172,-0.7032846616976556,0
0.1983627705607623,-0.7673353571944186,0
